"","Season","School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4307",2015,"La Salle","A-10","17","16","63.2","62.3","0.94","3.91","-1.13","5.97","4.85"
"4308",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4309",2015,"Wake Forest","ACC","13","19","69.0","72.1","-3.06","7.68","5.63","-1.02","4.62"
"4310",2015,"Harvard","Ivy","22","8","64.2","57.6","6.63","-0.25","-3.18","7.65","4.47"
"4311",2015,"St. Bonaventure","A-10","18","13","67.3","64.7","2.58","1.34","1.24","2.69","3.93"
"4312",2015,"Pepperdine","WCC","18","14","63.1","61.6","1.50","2.80","-2.97","6.83","3.86"
"4313",2015,"Wyoming","MWC","25","10","61.5","56.4","5.06","-0.04","-4.06","7.88","3.81"
"4314",2015,"Hofstra","CAA","20","14","78.5","70.2","8.24","-4.46","9.41","-5.63","3.78"
"4315",2015,"Texas Tech","Big 12","13","19","60.9","64.3","-3.44","7.20","-2.62","6.38","3.77"
"4316",2015,"Iona","MAAC","26","9","79.5","73.3","6.23","-2.52","11.81","-8.10","3.71"
"4317",2015,"New Mexico State","WAC","23","11","68.1","59.8","8.32","-3.67","0.55","3.16","3.71"
"4318",2015,"Akron","MAC (East)","21","14","68.1","62.9","5.11","-0.47","-0.43","4.08","3.65"
"4319",2015,"UC-Irvine","Big West","21","13","67.5","62.1","5.35","0.45","-0.23","3.87","3.63"
"4320",2015,"Massachusetts","A-10","17","15","69.4","70.5","-1.09","4.69","4.51","-0.92","3.59"
"4321",2015,"Yale","Ivy","22","10","65.6","58.5","7.06","-0.87","-0.71","4.25","3.53"
"4322",2015,"UC-Santa Barbara","Big West","19","14","68.4","64.0","4.42","0.98","1.95","1.52","3.47"
"4323",2015,"Evansville","MVC","24","12","70.9","65.6","5.31","-0.07","3.43","-0.08","3.36"
"4324",2015,"South Dakota State","Summit","24","11","73.5","65.1","8.43","-3.23","3.71","-0.39","3.32"
"4325",2015,"DePaul","Big East","12","20","69.4","73.6","-4.19","7.49","6.58","-3.28","3.30"
"4326",2015,"Auburn","SEC","15","20","67.9","72.1","-4.14","8.15","5.58","-2.31","3.27"
"4327",2015,"San Francisco","WCC","14","18","69.2","67.7","1.50","2.83","2.70","0.38","3.08"
"4328",2015,"Cleveland State","Horizon","19","15","67.5","61.7","5.82","-0.78","-1.53","4.59","3.07"
"4329",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4330",2015,"Portland","WCC","17","16","70.2","68.3","1.88","2.67","3.85","-0.79","3.06"
"4331",2015,"Sam Houston State","Southland","26","9","74.1","60.0","14.03","-6.03","-1.15","4.12","2.97"
"4332",2015,"Bowling Green State","MAC (East)","21","12","66.5","62.9","3.64","-1.25","-0.89","3.82","2.93"
"4333",2015,"Utah State","MWC","18","13","66.6","63.6","2.94","0.28","1.17","1.74","2.92"
"4334",2015,"William & Mary","CAA","20","13","73.2","66.9","6.24","-1.15","4.93","-2.12","2.82"
"4335",2015,"New Mexico","MWC","15","16","62.0","60.2","1.77","1.03","-3.37","6.18","2.80"
"4336",2015,"Hawaii","Big West","22","13","72.9","68.2","4.69","-0.83","4.91","-2.26","2.65"
"4337",2015,"Wofford","Southern","28","7","66.6","59.7","6.91","-2.98","-5.13","7.70","2.56"
"4338",2015,"Mississippi State","SEC","13","19","61.8","63.5","-1.72","4.72","-2.67","5.20","2.53"
"4339",2015,"Loyola (IL)","MVC","24","13","62.8","60.4","2.41","0.46","-2.62","4.97","2.35"
"4340",2015,"UC-Davis","Big West","25","7","70.7","64.6","6.09","-2.58","2.79","-0.60","2.19"
"4341",2015,"Southern California","Pac-12","12","20","67.0","71.0","-4.00","6.15","2.93","-0.77","2.15"
"4342",2015,"Kent State","MAC (East)","23","12","66.1","62.9","3.17","-0.94","-1.29","3.33","2.04"
"4343",2015,"Northeastern","CAA","23","12","68.5","65.1","3.37","-1.34","0.68","1.35","2.03"
"4344",2015,"Eastern Michigan","MAC (West)","21","14","69.4","63.7","5.69","-0.14","-0.26","2.22","1.96"
"4345",2015,"Alabama-Birmingham","CUSA","20","16","68.8","68.1","0.67","1.62","1.98","-0.05","1.94"
"4346",2015,"Charlotte","CUSA","14","18","73.8","72.4","1.41","0.35","7.92","-6.16","1.76"
"4347",2015,"Long Beach State","Big West","16","17","66.3","67.3","-1.00","4.16","0.46","1.18","1.64"
"4348",2015,"Virginia Tech","ACC","11","22","65.3","69.4","-4.03","5.32","1.16","0.13","1.29"
"4349",2015,"Vermont","AEC","20","14","67.0","59.2","7.85","-5.52","-1.87","3.07","1.21"
"4350",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4351",2015,"Missouri","SEC","9","23","60.5","67.9","-7.44","9.26","-2.52","3.65","1.13"
"4352",2015,"Western Kentucky","CUSA","20","12","71.4","67.2","4.25","-0.44","2.54","-1.42","1.12"
"4353",2015,"Louisiana-Lafayette","Sun Belt","22","14","77.5","70.0","7.47","-3.61","6.04","-5.22","0.82"
"4354",2015,"Eastern Washington","Big Sky","26","9","80.6","73.9","6.63","-3.84","9.20","-8.41","0.79"
"4355",2015,"North Carolina Central","MEAC","25","8","69.0","55.2","13.85","-8.67","-6.05","6.71","0.66"
"4356",2015,"Belmont","OVC (East)","22","11","74.2","70.6","3.64","-2.77","5.55","-5.20","0.35"
"4357",2015,"Western Michigan","MAC (West)","20","14","70.6","69.2","1.38","0.19","3.43","-3.18","0.25"
"4358",2015,"Rutgers","Big Ten","10","22","59.3","67.2","-7.88","8.11","-3.19","3.43","0.23"
"4359",2015,"Middle Tennessee","CUSA","19","17","63.5","62.4","1.06","-0.39","-4.06","4.28","0.21"
"4360",2015,"Washington State","Pac-12","13","18","70.6","76.5","-5.94","6.08","6.79","-6.65","0.14"
"4361",2015,"Eastern Kentucky","OVC (East)","21","12","71.9","63.6","8.27","-4.16","-0.89","0.86","-0.03"
"4362",2015,"Stony Brook","AEC","23","12","65.4","60.1","5.37","-4.03","-2.49","2.46","-0.03"
"4363",2015,"Canisius","MAAC","18","15","65.7","62.9","2.76","-2.79","-2.51","2.48","-0.04"
"4364",2015,"Saint Joseph's","A-10","13","18","61.7","64.5","-2.81","2.58","-3.37","3.14","-0.23"
"4365",2015,"Albany (NY)","AEC","24","9","65.3","60.5","4.85","-5.18","-3.20","2.86","-0.34"
"4366",2015,"Columbia","Ivy","13","15","64.9","62.0","2.82","-1.49","-3.35","2.97","-0.38"
"4367",2015,"Santa Clara","WCC","14","18","63.3","66.8","-3.41","4.12","-2.55","2.17","-0.38"
"4368",2015,"Georgia Southern","Sun Belt","22","9","68.1","60.2","7.97","-4.72","-3.68","3.28","-0.40"
"4369",2015,"Indiana State","MVC","15","16","66.5","67.8","-1.32","1.21","1.72","-2.20","-0.49"
"4370",2015,"Cal Poly","Big West","13","16","60.4","59.3","1.07","0.43","-7.29","6.73","-0.57"
"4371",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4372",2015,"Morehead State","OVC (East)","17","17","71.2","66.3","4.85","-3.31","-0.17","-0.49","-0.66"
"4373",2015,"North Florida","A-Sun","23","12","75.7","68.1","7.60","-5.94","4.01","-4.82","-0.82"
"4374",2015,"Coastal Carolina","Big South","24","10","71.7","62.4","9.32","-6.18","-0.89","-0.13","-1.02"
"4375",2015,"Oakland","Horizon","16","17","74.2","75.2","-0.97","1.27","7.38","-8.66","-1.28"
"4376",2015,"Manhattan","MAAC","19","14","69.7","67.7","2.00","-3.34","1.34","-2.68","-1.34"
"4377",2015,"Princeton","Ivy","16","14","66.6","63.6","3.03","-2.92","0.50","-1.84","-1.34"
"4378",2015,"George Mason","A-10","9","22","64.4","69.3","-4.87","4.60","-0.85","-0.58","-1.43"
"4379",2015,"Quinnipiac","MAAC","15","15","69.7","67.5","2.20","-3.66","1.85","-3.31","-1.46"
"4380",2015,"Tulane","AAC","15","16","63.6","64.0","-0.35","0.32","-2.68","1.17","-1.51"
"4381",2015,"Rider","MAAC","21","12","65.2","63.7","1.52","-3.11","-2.92","1.32","-1.60"
"4382",2015,"Chattanooga","Southern","22","10","72.7","66.9","5.75","-4.06","0.58","-2.21","-1.63"
"4383",2015,"North Dakota State","Summit","23","10","64.9","62.3","2.55","-3.63","-5.08","3.36","-1.72"
"4384",2015,"Montana","Big Sky","20","13","71.1","67.2","3.88","-3.78","-0.21","-1.54","-1.75"
"4385",2015,"Northern Illinois","MAC (West)","14","16","65.7","66.3","-0.60","-0.14","-3.46","1.66","-1.79"
"4386",2015,"Florida Gulf Coast","A-Sun","22","11","67.4","63.2","4.21","-4.98","-2.70","0.89","-1.81"
"4387",2015,"Air Force","MWC","14","17","65.7","65.1","0.65","-0.71","-1.05","-0.80","-1.85"
"4388",2015,"Louisiana-Monroe","Sun Belt","24","14","64.6","60.5","4.08","-2.88","-6.62","4.62","-1.99"
"4389",2015,"Mercer","Southern","19","16","66.7","62.7","3.94","-4.10","-3.52","1.51","-2.01"
"4390",2015,"Houston","AAC","13","19","64.4","65.5","-1.16","-0.91","-1.54","-0.52","-2.06"
"4391",2015,"Tennessee-Martin","OVC (West)","21","13","70.3","65.4","4.88","-3.90","-0.72","-1.39","-2.12"
"4392",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4393",2015,"St. Francis (NY)","NEC","23","12","69.1","64.6","4.46","-6.20","-1.69","-0.45","-2.14"
"4394",2015,"Fordham","A-10","10","21","65.0","69.2","-4.16","2.72","-0.96","-1.19","-2.15"
"4395",2015,"Monmouth","MAAC","18","15","64.7","63.9","0.73","-2.91","-3.66","1.48","-2.18"
"4396",2015,"Fresno State","MWC","15","17","65.2","66.3","-1.16","1.30","-0.50","-1.73","-2.23"
"4397",2015,"Detroit Mercy","Horizon","15","18","70.7","70.8","-0.03","0.13","1.68","-3.93","-2.25"
"4398",2015,"South Carolina Upstate","A-Sun","24","12","71.6","61.1","10.58","-7.50","-2.78","0.50","-2.28"
"4399",2015,"High Point","Big South","23","10","72.9","67.6","5.33","-4.61","0.84","-3.31","-2.47"
"4400",2015,"North Carolina-Wilmington","CAA","18","14","70.0","68.8","1.22","-1.92","0.82","-3.35","-2.53"
"4401",2015,"James Madison","CAA","19","14","67.2","68.3","-1.12","-1.53","-0.69","-1.97","-2.65"
"4402",2015,"East Carolina","AAC","14","19","64.1","65.9","-1.82","1.00","-3.66","0.82","-2.84"
"4403",2015,"Rice","CUSA","12","20","64.1","65.8","-1.72","-0.79","-2.96","0.10","-2.86"
"4404",2015,"Colgate","Patriot","16","17","66.0","64.4","1.58","-3.41","-2.50","-0.41","-2.91"
"4405",2015,"Duquesne","A-10","12","19","71.4","74.3","-2.90","1.41","5.62","-8.54","-2.93"
"4406",2015,"Saint Peter's","MAAC","16","18","61.2","60.2","0.97","-3.92","-7.79","4.84","-2.95"
"4407",2015,"Lehigh","Patriot","16","14","68.1","66.7","1.40","-3.55","-1.25","-1.75","-3.00"
"4408",2015,"Robert Morris","NEC","20","15","69.0","68.5","0.49","-3.50","-1.10","-1.92","-3.02"
"4409",2015,"Dartmouth","Ivy","14","15","63.3","63.1","0.21","-3.32","-4.00","0.89","-3.11"
"4410",2015,"IPFW","Summit","16","15","70.0","67.1","2.90","-3.41","0.12","-3.25","-3.13"
"4411",2015,"Pacific","WCC","12","19","64.4","68.2","-3.84","3.31","-2.58","-0.60","-3.19"
"4412",2015,"NJIT","Ind","21","12","71.8","67.5","4.21","-4.07","0.92","-4.12","-3.21"
"4413",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4414",2015,"Texas-San Antonio","CUSA","14","16","70.7","70.4","0.30","-2.61","2.15","-5.47","-3.33"
"4415",2015,"Lafayette","Patriot","20","13","73.5","73.0","0.52","-3.12","4.46","-7.83","-3.37"
"4416",2015,"Northern Arizona","Big Sky","23","15","68.6","67.3","1.32","-4.13","-2.08","-1.40","-3.48"
"4417",2015,"Southern Illinois","MVC","12","21","59.6","61.9","-2.30","-0.60","-6.29","2.81","-3.48"
"4418",2015,"American","Patriot","17","16","58.7","58.6","0.15","-3.71","-10.22","6.66","-3.56"
"4419",2015,"Cornell","Ivy","13","17","62.3","61.3","1.00","-1.92","-5.48","1.90","-3.58"
"4420",2015,"Texas-Arlington","Sun Belt","16","15","71.6","71.2","0.45","-2.76","3.40","-6.99","-3.59"
"4421",2015,"Bucknell","Patriot","19","15","68.8","69.0","-0.21","-2.75","0.16","-3.82","-3.66"
"4422",2015,"Miami (OH)","MAC (East)","13","19","66.3","69.6","-3.22","0.31","-0.75","-3.00","-3.75"
"4423",2015,"New Hampshire","AEC","19","13","67.1","61.7","5.47","-6.29","-3.52","-0.24","-3.76"
"4424",2015,"Oral Roberts","Summit","19","15","69.9","68.9","1.00","-1.99","1.22","-5.05","-3.83"
"4425",2015,"Radford","Big South","22","12","72.8","67.7","5.15","-5.53","-0.09","-3.80","-3.89"
"4426",2015,"Winthrop","Big South","19","13","73.6","67.5","6.16","-7.38","0.53","-4.43","-3.90"
"4427",2015,"Denver","Summit","12","18","62.2","63.0","-0.83","-3.13","-7.04","3.08","-3.96"
"4428",2015,"Loyola Marymount","WCC","8","23","62.2","70.6","-8.39","5.28","-3.04","-1.09","-4.13"
"4429",2015,"Ohio","MAC (East)","10","20","67.6","72.2","-4.60","0.45","0.46","-4.61","-4.15"
"4430",2015,"Bradley","MVC","9","24","57.0","61.4","-4.36","1.52","-8.27","3.97","-4.30"
"4431",2015,"Charleston Southern","Big South","19","12","73.5","68.7","4.74","-5.23","1.17","-5.66","-4.48"
"4432",2015,"Sacramento State","Big Sky","21","12","71.0","68.2","2.79","-5.45","-1.58","-3.03","-4.62"
"4433",2015,"UC-Riverside","Big West","14","17","65.3","66.1","-0.81","-1.16","-3.30","-1.35","-4.65"
"4434",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4435",2015,"Norfolk State","MEAC","20","14","70.1","66.3","3.85","-6.35","-0.30","-4.36","-4.66"
"4436",2015,"East Tennessee State","Southern","16","14","73.4","71.3","2.03","-4.01","1.74","-6.54","-4.80"
"4437",2015,"Milwaukee","Horizon","14","16","65.4","69.2","-3.80","0.15","-2.91","-1.94","-4.85"
"4438",2015,"South Dakota","Summit","17","16","70.0","70.1","-0.09","-3.48","0.38","-5.27","-4.90"
"4439",2015,"Missouri State","MVC","11","20","59.7","64.2","-4.48","1.67","-5.79","0.87","-4.92"
"4440",2015,"North Texas","CUSA","14","17","65.3","68.2","-2.84","-0.71","-3.87","-1.08","-4.95"
"4441",2015,"South Florida","AAC","9","23","61.6","68.4","-6.84","2.56","-3.49","-1.47","-4.96"
"4442",2015,"Ball State","MAC (West)","7","23","65.4","69.0","-3.63","0.04","-2.17","-2.89","-5.06"
"4443",2015,"Southeast Missouri State","OVC (West)","13","17","69.6","68.8","0.77","-3.73","-0.92","-4.31","-5.23"
"4444",2015,"Gardner-Webb","Big South","20","15","74.8","74.1","0.69","-3.11","4.54","-9.77","-5.24"
"4445",2015,"Texas State","Sun Belt","14","17","61.5","59.8","1.65","-3.36","-9.92","4.67","-5.25"
"4446",2015,"Arkansas-Little Rock","Sun Belt","13","18","69.2","70.3","-1.10","-3.81","0.14","-5.52","-5.38"
"4447",2015,"Saint Louis","A-10","11","21","59.8","66.3","-6.56","2.43","-6.26","0.89","-5.38"
"4448",2015,"Northwestern State","Southland","19","13","84.0","83.0","0.97","-4.52","13.22","-18.71","-5.48"
"4449",2015,"Eastern Illinois","OVC (West)","18","15","63.5","64.7","-1.18","-2.42","-5.44","-0.07","-5.52"
"4450",2015,"Texas A&M-Corpus Christi","Southland","20","14","66.6","64.5","2.18","-6.43","-5.66","0.08","-5.58"
"4451",2015,"Boston University","Patriot","13","17","67.9","69.6","-1.67","-3.12","0.22","-5.85","-5.63"
"4452",2015,"Saint Francis (PA)","NEC","16","16","64.4","64.1","0.34","-4.97","-6.10","0.41","-5.68"
"4453",2015,"Drexel","CAA","11","19","59.6","64.3","-4.77","-0.85","-7.98","2.27","-5.71"
"4454",2015,"Central Florida","AAC","12","18","66.0","71.8","-5.73","0.78","0.64","-6.37","-5.73"
"4455",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4456",2015,"Idaho","Big Sky","13","17","76.7","75.6","1.07","-4.79","5.33","-11.08","-5.75"
"4457",2015,"Western Carolina","Southern","15","17","70.3","71.4","-1.03","-3.56","0.16","-5.99","-5.83"
"4458",2015,"Seattle","WAC","18","16","62.4","61.6","0.82","-4.69","-6.92","1.07","-5.85"
"4459",2015,"Elon","CAA","15","18","70.6","70.6","0.00","-2.69","-0.85","-5.06","-5.91"
"4460",2015,"Texas Southern","SWAC","22","13","68.3","68.2","0.11","-6.09","-1.74","-4.23","-5.98"
"4461",2015,"Nevada","MWC","9","22","60.5","66.5","-6.03","1.08","-5.70","-0.32","-6.03"
"4462",2015,"Drake","MVC","9","22","59.5","66.8","-7.29","2.22","-5.78","-0.27","-6.04"
"4463",2015,"Mount St. Mary's","NEC","15","15","63.1","64.8","-1.73","-4.40","-6.39","0.25","-6.14"
"4464",2015,"Incarnate Word","Southland","18","11","79.2","75.2","4.07","-6.47","5.81","-11.96","-6.15"
"4465",2015,"Holy Cross","Patriot","14","16","66.0","67.3","-1.30","-3.82","-3.74","-2.50","-6.23"
"4466",2015,"Bryant","NEC","16","15","66.4","67.7","-1.35","-4.93","-3.08","-3.20","-6.28"
"4467",2015,"Cal State Bakersfield","WAC","14","19","63.6","61.5","2.18","-5.80","-7.12","0.72","-6.40"
"4468",2015,"Wright State","Horizon","11","20","64.2","68.0","-3.81","-1.14","-5.51","-0.91","-6.41"
"4469",2015,"Marshall","CUSA","11","21","66.8","71.5","-4.72","-0.22","-0.90","-5.56","-6.45"
"4470",2015,"Tennessee Tech","OVC (East)","12","18","70.6","69.8","0.77","-3.99","0.02","-6.51","-6.49"
"4471",2015,"Army","Patriot","15","15","72.1","72.1","0.03","-4.98","2.07","-8.57","-6.50"
"4472",2015,"Maryland-Eastern Shore","MEAC","18","15","67.5","67.2","0.39","-6.94","-2.29","-4.26","-6.55"
"4473",2015,"Cal State Northridge","Big West","9","24","65.1","70.5","-5.36","0.39","-2.29","-4.32","-6.61"
"4474",2015,"Grand Canyon","WAC","17","15","68.7","68.4","0.31","-5.45","-0.34","-6.28","-6.62"
"4475",2015,"Northern Colorado","Big Sky","15","15","74.7","73.4","1.30","-6.21","2.28","-9.10","-6.82"
"4476",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4477",2015,"Northern Kentucky","A-Sun","13","17","70.6","69.3","1.27","-4.49","-2.84","-4.00","-6.85"
"4478",2015,"Siena","MAAC","11","20","69.8","73.8","-4.03","-2.90","1.63","-8.56","-6.93"
"4479",2015,"Towson","CAA","12","20","63.6","65.0","-1.44","-3.80","-6.37","-0.66","-7.02"
"4480",2015,"Nebraska-Omaha","Summit","12","17","76.8","77.8","-1.03","-5.14","7.41","-14.59","-7.18"
"4481",2015,"North Carolina-Asheville","Big South","15","16","72.3","70.4","1.90","-5.65","0.16","-7.35","-7.19"
"4482",2015,"Brown","Ivy","13","18","66.1","69.2","-3.10","-1.99","-1.10","-6.12","-7.23"
"4483",2015,"College of Charleston","CAA","9","24","58.6","64.6","-5.97","-1.26","-9.82","2.60","-7.23"
"4484",2015,"Southern Illinois-Edwardsville","OVC (West)","12","16","68.2","67.3","0.89","-4.54","-3.90","-3.38","-7.28"
"4485",2015,"Weber State","Big Sky","13","17","67.0","68.0","-1.03","-3.50","-5.82","-1.47","-7.29"
"4486",2015,"Sacred Heart","NEC","15","17","73.8","74.0","-0.22","-5.97","3.09","-10.44","-7.36"
"4487",2015,"Youngstown State","Horizon","11","21","71.5","74.8","-3.34","-1.73","2.81","-10.44","-7.63"
"4488",2015,"Portland State","Big Sky","15","14","71.8","72.3","-0.52","-4.86","-1.17","-6.58","-7.75"
"4489",2015,"Delaware","CAA","10","20","66.0","72.0","-6.07","-1.69","-1.89","-5.86","-7.76"
"4490",2015,"Florida International","CUSA","16","17","62.4","65.2","-2.82","-3.23","-6.30","-1.48","-7.78"
"4491",2015,"Florida Atlantic","CUSA","9","20","62.6","66.7","-4.10","-2.06","-5.34","-2.46","-7.80"
"4492",2015,"Illinois-Chicago","Horizon","10","24","64.7","70.3","-5.53","-0.36","-3.41","-4.45","-7.86"
"4493",2015,"Navy","Patriot","13","19","61.0","64.3","-3.34","-3.61","-8.49","0.62","-7.87"
"4494",2015,"North Carolina-Greensboro","Southern","11","22","69.4","70.8","-1.42","-4.36","-2.63","-5.36","-7.99"
"4495",2015,"Missouri-Kansas City","WAC","14","19","65.6","66.7","-1.15","-5.07","-5.03","-2.98","-8.01"
"4496",2015,"Hampton","MEAC","17","18","67.0","68.2","-1.17","-7.08","-2.46","-5.79","-8.25"
"4497",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4498",2015,"IUPUI","Summit","10","21","60.7","67.1","-6.35","-1.93","-7.47","-0.81","-8.28"
"4499",2015,"Pennsylvania","Ivy","9","19","60.3","67.2","-6.96","-1.36","-6.13","-2.19","-8.32"
"4500",2015,"Cal State Fullerton","Big West","9","22","64.2","69.5","-5.29","-1.06","-2.73","-5.85","-8.58"
"4501",2015,"Hartford","AEC","14","16","61.9","64.1","-2.20","-5.16","-6.82","-1.76","-8.58"
"4502",2015,"Fairfield","MAAC","7","24","59.5","65.8","-6.32","-2.31","-8.52","-0.11","-8.63"
"4503",2015,"Troy","Sun Belt","10","19","67.1","69.4","-2.31","-5.09","-3.79","-4.93","-8.72"
"4504",2015,"Alabama State","SWAC","19","10","72.1","66.8","5.28","-12.71","-2.28","-6.69","-8.97"
"4505",2015,"Long Island University","NEC","12","18","67.4","71.2","-3.77","-5.32","-2.47","-6.61","-9.09"
"4506",2015,"Niagara","MAAC","8","22","64.3","71.8","-7.47","-1.80","-3.67","-5.60","-9.27"
"4507",2015,"Samford","Southern","13","19","69.3","71.9","-2.66","-5.57","-1.86","-7.55","-9.41"
"4508",2015,"South Alabama","Sun Belt","12","21","68.9","73.9","-4.94","-3.04","1.00","-10.46","-9.46"
"4509",2015,"Lamar","Southland","15","15","71.5","71.1","0.47","-5.29","-3.05","-6.69","-9.75"
"4510",2015,"Appalachian State","Sun Belt","12","17","63.5","70.1","-6.62","-3.18","-5.66","-4.15","-9.81"
"4511",2015,"Virginia Military Institute","Southern","11","19","80.5","80.9","-0.43","-3.92","8.30","-18.14","-9.85"
"4512",2015,"Howard","MEAC","16","16","63.5","62.6","0.88","-7.86","-10.76","0.87","-9.89"
"4513",2015,"Southern","SWAC","18","17","64.5","63.6","0.94","-8.23","-8.67","-1.27","-9.95"
"4514",2015,"Southern Mississippi","CUSA","9","20","60.1","68.2","-8.14","-0.06","-7.84","-2.19","-10.03"
"4515",2015,"McNeese State","Southland","15","16","69.5","71.3","-1.81","-5.42","-5.46","-4.60","-10.05"
"4516",2015,"Arkansas State","Sun Belt","11","18","64.4","69.6","-5.14","-3.81","-6.04","-4.05","-10.10"
"4517",2015,"Furman","Southern","11","22","63.6","68.0","-4.45","-3.46","-6.84","-3.71","-10.55"
"4518",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4519",2015,"Marist","MAAC","7","25","61.2","68.8","-7.63","-2.93","-8.17","-2.38","-10.55"
"4520",2015,"Loyola (MD)","Patriot","11","19","58.8","66.2","-7.37","-3.38","-9.00","-1.75","-10.75"
"4521",2015,"Delaware State","MEAC","18","18","70.4","72.4","-2.06","-6.75","-1.53","-9.25","-10.78"
"4522",2015,"Lipscomb","A-Sun","14","17","72.0","74.9","-2.90","-5.15","0.21","-11.03","-10.82"
"4523",2015,"Prairie View","SWAC","15","18","67.0","69.1","-2.09","-8.20","-3.00","-7.86","-10.86"
"4524",2015,"Southeastern Louisiana","Southland","9","23","68.3","72.6","-4.31","-6.14","-4.47","-6.51","-10.97"
"4525",2015,"Campbell","Big South","10","22","63.9","66.4","-2.47","-5.30","-9.67","-1.46","-11.13"
"4526",2015,"Massachusetts-Lowell","AEC","12","17","61.4","66.5","-5.10","-4.32","-8.49","-2.72","-11.21"
"4527",2015,"Wagner","NEC","10","20","68.4","73.5","-5.13","-4.99","-1.57","-9.90","-11.47"
"4528",2015,"Idaho State","Big Sky","7","23","64.6","69.2","-4.60","-5.45","-7.28","-4.24","-11.52"
"4529",2015,"New Orleans","Southland","11","18","71.1","73.6","-2.45","-6.36","-2.84","-9.02","-11.86"
"4530",2015,"Southern Utah","Big Sky","10","19","69.3","74.0","-4.66","-5.48","-1.79","-10.20","-11.98"
"4531",2015,"North Dakota","Big Sky","8","22","67.7","73.4","-5.63","-3.73","-3.11","-9.05","-12.16"
"4532",2015,"Fairleigh Dickinson","NEC","8","21","67.4","73.4","-6.00","-4.54","-3.16","-9.06","-12.22"
"4533",2015,"Jackson State","SWAC","11","21","60.7","63.5","-2.84","-9.52","-11.17","-1.19","-12.36"
"4534",2015,"Austin Peay","OVC (West)","8","22","64.6","72.6","-8.03","-2.81","-5.70","-6.75","-12.45"
"4535",2015,"Jacksonville State","OVC (East)","12","19","62.5","68.6","-6.03","-4.52","-8.68","-3.97","-12.65"
"4536",2015,"Utah Valley","WAC","11","19","58.6","64.1","-5.50","-4.87","-11.86","-0.86","-12.72"
"4537",2015,"Citadel","Southern","11","19","64.0","68.6","-4.63","-4.68","-7.91","-5.00","-12.91"
"4538",2015,"Montana State","Big Sky","7","23","63.9","71.7","-7.83","-3.50","-6.86","-6.06","-12.91"
"4539",2015,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"4540",2015,"Longwood","Big South","11","23","68.0","73.3","-5.29","-5.53","-4.15","-8.82","-12.96"
"4541",2015,"Houston Baptist","Southland","12","16","72.4","73.7","-1.25","-5.63","-2.31","-10.87","-13.18"
"4542",2015,"Binghamton","AEC","6","26","57.7","66.4","-8.72","-3.49","-10.60","-2.86","-13.45"
"4543",2015,"Western Illinois","Summit","8","20","62.4","70.8","-8.43","-2.93","-8.59","-5.22","-13.81"
"4544",2015,"Texas-Rio Grande Valley","WAC","10","21","62.2","70.3","-8.13","-4.68","-8.97","-5.49","-14.46"
"4545",2015,"Chicago State","WAC","8","24","58.0","66.1","-8.13","-2.48","-12.87","-1.89","-14.76"
"4546",2015,"Tennessee State","OVC (East)","5","26","57.8","68.1","-10.26","-2.38","-12.02","-2.91","-14.93"
"4547",2015,"Bethune-Cookman","MEAC","11","21","59.3","62.6","-3.25","-10.45","-15.02","-0.50","-15.52"
"4548",2015,"Arkansas-Pine Bluff","SWAC","12","20","59.8","66.9","-7.03","-8.61","-11.47","-4.18","-15.65"
"4549",2015,"Nicholls State","Southland","10","19","65.0","73.0","-8.00","-5.30","-9.22","-6.62","-15.84"
"4550",2015,"Liberty","Big South","8","24","63.9","69.4","-5.53","-6.44","-9.80","-6.21","-16.01"
"4551",2015,"Maryland-Baltimore County","AEC","4","26","56.1","67.1","-11.03","-5.14","-11.89","-4.28","-16.17"
"4552",2015,"Morgan State","MEAC","7","24","61.2","70.9","-9.71","-6.48","-8.72","-7.47","-16.19"
"4553",2015,"San Jose State","MWC","2","28","53.7","69.5","-15.80","1.92","-12.84","-3.38","-16.22"
"4554",2015,"Stetson","A-Sun","9","22","66.6","73.9","-7.29","-6.68","-5.98","-10.24","-16.22"
"4555",2015,"Presbyterian","Big South","10","22","61.8","69.2","-7.38","-4.51","-10.50","-5.76","-16.26"
